file_path,mask,xmin,ymin,xmax,ymax
./Dataset/Face-Mask-Detection-master\without_mask\1_0_aidai_0005.jpg,without_mask,0,0,146,111
./Dataset/Face-Mask-Detection-master\without_mask\1_0_aidai_0006.jpg,without_mask,0,0,146,136
./Dataset/Face-Mask-Detection-master\without_mask\1_0_aidai_0007.jpg,without_mask,0,0,152,142
./Dataset/Face-Mask-Detection-master\without_mask\1_0_aidai_0008.jpg,without_mask,0,0,152,119
./Dataset/Face-Mask-Detection-master\without_mask\1_0_aidai_0009.jpg,without_mask,0,0,147,143
./Dataset/Face-Mask-Detection-master\without_mask\1_0_aidai_0010.jpg,without_mask,0,0,138,136
./Dataset/Face-Mask-Detection-master\without_mask\1_0_aidai_0011.jpg,without_mask,0,0,146,139
./Dataset/Face-Mask-Detection-master\without_mask\1_0_aidai_0012.jpg,without_mask,0,0,149,139
./Dataset/Face-Mask-Detection-master\without_mask\1_0_aidai_0013.jpg,without_mask,0,0,143,120
./Dataset/Face-Mask-Detection-master\without_mask\1_0_aidai_0015.jpg,without_mask,0,0,151,116
./Dataset/Face-Mask-Detection-master\without_mask\1_0_aidai_0016.jpg,without_mask,0,0,138,111
./Dataset/Face-Mask-Detection-master\without_mask\1_0_aidai_0017.jpg,without_mask,0,0,160,136
./Dataset/Face-Mask-Detection-master\without_mask\1_0_aidai_0018.jpg,without_mask,0,0,159,138
./Dataset/Face-Mask-Detection-master\without_mask\1_0_aidai_0019.jpg,without_mask,0,0,148,142
./Dataset/Face-Mask-Detection-master\without_mask\1_0_aidai_0021.jpg,without_mask,0,0,131,140
./Dataset/Face-Mask-Detection-master\without_mask\1_0_aidai_0022.jpg,without_mask,0,0,159,119
./Dataset/Face-Mask-Detection-master\without_mask\1_0_aidai_0023.jpg,without_mask,0,0,156,136
./Dataset/Face-Mask-Detection-master\without_mask\1_0_aidai_0024.jpg,without_mask,0,0,147,120
./Dataset/Face-Mask-Detection-master\without_mask\1_0_aidai_0025.jpg,without_mask,0,0,154,121
./Dataset/Face-Mask-Detection-master\without_mask\1_0_aidai_0026.jpg,without_mask,0,0,147,110
./Dataset/Face-Mask-Detection-master\without_mask\1_0_aidai_0027.jpg,without_mask,0,0,147,135
./Dataset/Face-Mask-Detection-master\without_mask\1_0_aidai_0028.jpg,without_mask,0,0,143,113
./Dataset/Face-Mask-Detection-master\without_mask\1_0_aidai_0030.jpg,without_mask,0,0,155,134
./Dataset/Face-Mask-Detection-master\without_mask\1_0_aidai_0031.jpg,without_mask,0,0,141,133
./Dataset/Face-Mask-Detection-master\without_mask\1_0_aidai_0037.jpg,without_mask,0,0,135,115
./Dataset/Face-Mask-Detection-master\without_mask\1_0_aidai_0038.jpg,without_mask,0,0,152,120
./Dataset/Face-Mask-Detection-master\without_mask\1_0_aidai_0039.jpg,without_mask,0,0,138,119
./Dataset/Face-Mask-Detection-master\without_mask\1_0_aidai_0040.jpg,without_mask,0,0,160,144
./Dataset/Face-Mask-Detection-master\without_mask\1_0_aidai_0041.jpg,without_mask,0,0,153,136
./Dataset/Face-Mask-Detection-master\without_mask\1_0_aidai_0042.jpg,without_mask,0,0,154,115
./Dataset/Face-Mask-Detection-master\without_mask\1_0_aidai_0044.jpg,without_mask,0,0,141,130
./Dataset/Face-Mask-Detection-master\without_mask\1_0_aidai_0049.jpg,without_mask,0,0,152,132
./Dataset/Face-Mask-Detection-master\without_mask\1_0_aidai_0050.jpg,without_mask,0,0,112,131
./Dataset/Face-Mask-Detection-master\without_mask\1_0_aidai_0051.jpg,without_mask,0,0,144,112
./Dataset/Face-Mask-Detection-master\without_mask\1_0_aidai_0052.jpg,without_mask,0,0,146,133
./Dataset/Face-Mask-Detection-master\without_mask\1_0_aidai_0053.jpg,without_mask,0,0,152,119
./Dataset/Face-Mask-Detection-master\without_mask\1_0_aidai_0054.jpg,without_mask,0,0,153,150
./Dataset/Face-Mask-Detection-master\without_mask\1_0_aidai_0055.jpg,without_mask,0,0,133,119
./Dataset/Face-Mask-Detection-master\without_mask\1_0_aidai_0056.jpg,without_mask,0,0,137,118
./Dataset/Face-Mask-Detection-master\without_mask\1_0_aidai_0057.jpg,without_mask,0,0,137,115
./Dataset/Face-Mask-Detection-master\without_mask\1_0_aidai_0058.jpg,without_mask,0,0,143,132
./Dataset/Face-Mask-Detection-master\without_mask\1_0_aidai_0059.jpg,without_mask,0,0,151,119
./Dataset/Face-Mask-Detection-master\without_mask\1_0_aidai_0060.jpg,without_mask,0,0,159,129
./Dataset/Face-Mask-Detection-master\without_mask\1_0_aidai_0061.jpg,without_mask,0,0,154,138
./Dataset/Face-Mask-Detection-master\without_mask\1_0_aidai_0062.jpg,without_mask,0,0,147,138
./Dataset/Face-Mask-Detection-master\without_mask\1_0_aidai_0063.jpg,without_mask,0,0,154,122
./Dataset/Face-Mask-Detection-master\without_mask\1_0_aidai_0064.jpg,without_mask,0,0,149,113
./Dataset/Face-Mask-Detection-master\without_mask\1_0_aidai_0065.jpg,without_mask,0,0,156,136
./Dataset/Face-Mask-Detection-master\without_mask\1_0_aidai_0066.jpg,without_mask,0,0,160,113
./Dataset/Face-Mask-Detection-master\without_mask\1_0_aidai_0067.jpg,without_mask,0,0,155,121
./Dataset/Face-Mask-Detection-master\without_mask\1_0_aidai_0068.jpg,without_mask,0,0,150,119
./Dataset/Face-Mask-Detection-master\without_mask\1_0_aidai_0069.jpg,without_mask,0,0,157,121
./Dataset/Face-Mask-Detection-master\without_mask\1_0_aidai_0070.jpg,without_mask,0,0,147,141
./Dataset/Face-Mask-Detection-master\without_mask\1_0_aidai_0071.jpg,without_mask,0,0,149,106
./Dataset/Face-Mask-Detection-master\without_mask\1_0_aidai_0072.jpg,without_mask,0,0,150,117
./Dataset/Face-Mask-Detection-master\without_mask\1_0_aidai_0073.jpg,without_mask,0,0,155,135
./Dataset/Face-Mask-Detection-master\without_mask\1_0_aidai_0075.jpg,without_mask,0,0,154,120
./Dataset/Face-Mask-Detection-master\without_mask\1_0_aidai_0079.jpg,without_mask,0,0,157,139
./Dataset/Face-Mask-Detection-master\without_mask\1_0_aidai_0081.jpg,without_mask,0,0,136,110
./Dataset/Face-Mask-Detection-master\without_mask\1_0_aidai_0082.jpg,without_mask,0,0,151,134
./Dataset/Face-Mask-Detection-master\without_mask\1_0_aidai_0083.jpg,without_mask,0,0,147,116
./Dataset/Face-Mask-Detection-master\without_mask\1_0_aidai_0086.jpg,without_mask,0,0,156,120
./Dataset/Face-Mask-Detection-master\without_mask\1_0_aidai_0087.jpg,without_mask,0,0,146,144
./Dataset/Face-Mask-Detection-master\without_mask\1_0_aidai_0088.jpg,without_mask,0,0,144,120
./Dataset/Face-Mask-Detection-master\without_mask\1_0_aidai_0089.jpg,without_mask,0,0,151,116
./Dataset/Face-Mask-Detection-master\without_mask\1_0_aidai_0093.jpg,without_mask,0,0,144,118
./Dataset/Face-Mask-Detection-master\without_mask\1_0_aidai_0094.jpg,without_mask,0,0,131,111
./Dataset/Face-Mask-Detection-master\without_mask\1_0_aidai_0095.jpg,without_mask,0,0,135,134
./Dataset/Face-Mask-Detection-master\without_mask\1_0_aidai_0096.jpg,without_mask,0,0,151,123
./Dataset/Face-Mask-Detection-master\without_mask\1_0_aidai_0097.jpg,without_mask,0,0,139,131
./Dataset/Face-Mask-Detection-master\without_mask\1_0_aidai_0098.jpg,without_mask,0,0,146,119
./Dataset/Face-Mask-Detection-master\without_mask\1_0_aidai_0099.jpg,without_mask,0,0,158,144
./Dataset/Face-Mask-Detection-master\without_mask\1_0_aidai_0100.jpg,without_mask,0,0,158,143
./Dataset/Face-Mask-Detection-master\without_mask\1_0_aidai_0104.jpg,without_mask,0,0,144,130
./Dataset/Face-Mask-Detection-master\without_mask\1_0_aidai_0105.jpg,without_mask,0,0,140,132
./Dataset/Face-Mask-Detection-master\without_mask\1_0_aidai_0106.jpg,without_mask,0,0,146,119
./Dataset/Face-Mask-Detection-master\without_mask\1_0_aidai_0107.jpg,without_mask,0,0,144,142
./Dataset/Face-Mask-Detection-master\without_mask\1_0_aidai_0108.jpg,without_mask,0,0,152,131
./Dataset/Face-Mask-Detection-master\without_mask\1_0_aidai_0109.jpg,without_mask,0,0,144,129
./Dataset/Face-Mask-Detection-master\without_mask\1_0_aidai_0110.jpg,without_mask,0,0,155,133
./Dataset/Face-Mask-Detection-master\without_mask\1_0_aidai_0111.jpg,without_mask,0,0,143,120
./Dataset/Face-Mask-Detection-master\without_mask\1_0_aidai_0112.jpg,without_mask,0,0,160,137
./Dataset/Face-Mask-Detection-master\without_mask\1_0_aidai_0113.jpg,without_mask,0,0,156,138
./Dataset/Face-Mask-Detection-master\without_mask\1_0_aidai_0114.jpg,without_mask,0,0,159,143
./Dataset/Face-Mask-Detection-master\without_mask\1_0_aidai_0115.jpg,without_mask,0,0,148,141
./Dataset/Face-Mask-Detection-master\without_mask\1_0_aidai_0116.jpg,without_mask,0,0,143,119
./Dataset/Face-Mask-Detection-master\without_mask\1_0_aidai_0117.jpg,without_mask,0,0,129,109
./Dataset/Face-Mask-Detection-master\without_mask\1_0_aidai_0118.jpg,without_mask,0,0,118,119
./Dataset/Face-Mask-Detection-master\without_mask\1_0_aidai_0119.jpg,without_mask,0,0,152,116
./Dataset/Face-Mask-Detection-master\without_mask\1_0_aidai_0120.jpg,without_mask,0,0,158,129
./Dataset/Face-Mask-Detection-master\without_mask\1_0_aidai_0121.jpg,without_mask,0,0,140,129
./Dataset/Face-Mask-Detection-master\without_mask\1_0_aidai_0122.jpg,without_mask,0,0,148,117
./Dataset/Face-Mask-Detection-master\without_mask\1_0_aidai_0123.jpg,without_mask,0,0,153,132
./Dataset/Face-Mask-Detection-master\without_mask\1_0_aidai_0124.jpg,without_mask,0,0,135,111
./Dataset/Face-Mask-Detection-master\without_mask\1_0_aidai_0125.jpg,without_mask,0,0,153,121
./Dataset/Face-Mask-Detection-master\without_mask\1_0_aidai_0126.jpg,without_mask,0,0,155,121
./Dataset/Face-Mask-Detection-master\without_mask\1_0_aidai_0127.jpg,without_mask,0,0,160,140
./Dataset/Face-Mask-Detection-master\without_mask\1_0_aidai_0128.jpg,without_mask,0,0,141,140
./Dataset/Face-Mask-Detection-master\without_mask\1_0_aidai_0129.jpg,without_mask,0,0,152,143
./Dataset/Face-Mask-Detection-master\without_mask\1_0_aidai_0130.jpg,without_mask,0,0,142,140
./Dataset/Face-Mask-Detection-master\without_mask\1_0_aidai_0131.jpg,without_mask,0,0,149,106
./Dataset/Face-Mask-Detection-master\without_mask\1_0_aidai_0132.jpg,without_mask,0,0,150,116
./Dataset/Face-Mask-Detection-master\without_mask\1_0_aidai_0133.jpg,without_mask,0,0,141,110
./Dataset/Face-Mask-Detection-master\without_mask\1_0_aidai_0134.jpg,without_mask,0,0,159,122
./Dataset/Face-Mask-Detection-master\without_mask\1_0_aidai_0135.jpg,without_mask,0,0,160,138
./Dataset/Face-Mask-Detection-master\without_mask\1_0_aidai_0137.jpg,without_mask,0,0,141,138
./Dataset/Face-Mask-Detection-master\without_mask\1_0_aidai_0138.jpg,without_mask,0,0,141,116
./Dataset/Face-Mask-Detection-master\without_mask\1_0_aidai_0139.jpg,without_mask,0,0,149,129
./Dataset/Face-Mask-Detection-master\without_mask\1_0_aidai_0140.jpg,without_mask,0,0,157,144
./Dataset/Face-Mask-Detection-master\without_mask\1_0_aidai_0149.jpg,without_mask,0,0,147,121
./Dataset/Face-Mask-Detection-master\without_mask\1_0_aidai_0150.jpg,without_mask,0,0,145,145
./Dataset/Face-Mask-Detection-master\without_mask\1_0_aidai_0151.jpg,without_mask,0,0,148,120
./Dataset/Face-Mask-Detection-master\without_mask\1_0_aidai_0152.jpg,without_mask,0,0,144,143
./Dataset/Face-Mask-Detection-master\without_mask\1_0_aidai_0161.jpg,without_mask,0,0,148,119
./Dataset/Face-Mask-Detection-master\without_mask\1_0_aidai_0162.jpg,without_mask,0,0,155,142
./Dataset/Face-Mask-Detection-master\without_mask\1_0_aidai_0163.jpg,without_mask,0,0,149,121
./Dataset/Face-Mask-Detection-master\without_mask\1_0_aidai_0173.jpg,without_mask,0,0,136,120
./Dataset/Face-Mask-Detection-master\without_mask\1_0_aidai_0174.jpg,without_mask,0,0,156,120
./Dataset/Face-Mask-Detection-master\without_mask\1_0_aidai_0175.jpg,without_mask,0,0,154,119
./Dataset/Face-Mask-Detection-master\without_mask\1_0_aidai_0176.jpg,without_mask,0,0,149,134
./Dataset/Face-Mask-Detection-master\without_mask\1_0_aidai_0177.jpg,without_mask,0,0,152,120
./Dataset/Face-Mask-Detection-master\without_mask\1_0_aidai_0178.jpg,without_mask,0,0,151,122
./Dataset/Face-Mask-Detection-master\without_mask\1_0_aidai_0179.jpg,without_mask,0,0,142,121
./Dataset/Face-Mask-Detection-master\without_mask\1_0_aidai_0180.jpg,without_mask,0,0,160,129
./Dataset/Face-Mask-Detection-master\without_mask\1_0_aidai_0181.jpg,without_mask,0,0,129,120
./Dataset/Face-Mask-Detection-master\without_mask\1_0_aidai_0182.jpg,without_mask,0,0,143,136
./Dataset/Face-Mask-Detection-master\without_mask\1_0_aidai_0183.jpg,without_mask,0,0,153,120
./Dataset/Face-Mask-Detection-master\without_mask\1_0_anhu_0001.jpg,without_mask,0,0,144,135
./Dataset/Face-Mask-Detection-master\without_mask\1_0_anhu_0002.jpg,without_mask,0,0,151,143
./Dataset/Face-Mask-Detection-master\without_mask\1_0_anhu_0003.jpg,without_mask,0,0,128,134
./Dataset/Face-Mask-Detection-master\without_mask\1_0_anhu_0005.jpg,without_mask,0,0,135,146
./Dataset/Face-Mask-Detection-master\without_mask\1_0_anhu_0006.jpg,without_mask,0,0,149,121
./Dataset/Face-Mask-Detection-master\without_mask\1_0_anhu_0007.jpg,without_mask,0,0,154,135
./Dataset/Face-Mask-Detection-master\without_mask\1_0_anhu_0008.jpg,without_mask,0,0,145,118
./Dataset/Face-Mask-Detection-master\without_mask\1_0_anhu_0009.jpg,without_mask,0,0,150,133
./Dataset/Face-Mask-Detection-master\without_mask\1_0_anhu_0010.jpg,without_mask,0,0,132,129
./Dataset/Face-Mask-Detection-master\without_mask\1_0_anhu_0011.jpg,without_mask,0,0,103,114
./Dataset/Face-Mask-Detection-master\without_mask\1_0_anhu_0012.jpg,without_mask,0,0,117,134
./Dataset/Face-Mask-Detection-master\without_mask\1_0_anhu_0013.jpg,without_mask,0,0,158,111
./Dataset/Face-Mask-Detection-master\without_mask\1_0_anhu_0014.jpg,without_mask,0,0,146,147
./Dataset/Face-Mask-Detection-master\without_mask\1_0_anhu_0015.jpg,without_mask,0,0,150,120
./Dataset/Face-Mask-Detection-master\without_mask\1_0_anhu_0016.jpg,without_mask,0,0,157,133
./Dataset/Face-Mask-Detection-master\without_mask\1_0_anhu_0017.jpg,without_mask,0,0,142,139
./Dataset/Face-Mask-Detection-master\without_mask\1_0_anhu_0018.jpg,without_mask,0,0,150,135
./Dataset/Face-Mask-Detection-master\without_mask\1_0_anhu_0019.jpg,without_mask,0,0,156,109
./Dataset/Face-Mask-Detection-master\without_mask\1_0_anhu_0021.jpg,without_mask,0,0,146,130
./Dataset/Face-Mask-Detection-master\without_mask\1_0_anhu_0022.jpg,without_mask,0,0,141,139
./Dataset/Face-Mask-Detection-master\without_mask\1_0_anhu_0023.jpg,without_mask,0,0,146,140
./Dataset/Face-Mask-Detection-master\without_mask\1_0_anhu_0024.jpg,without_mask,0,0,145,145
./Dataset/Face-Mask-Detection-master\without_mask\1_0_anhu_0026.jpg,without_mask,0,0,141,141
./Dataset/Face-Mask-Detection-master\without_mask\1_0_anhu_0028.jpg,without_mask,0,0,160,114
./Dataset/Face-Mask-Detection-master\without_mask\1_0_anhu_0029.jpg,without_mask,0,0,153,135
./Dataset/Face-Mask-Detection-master\without_mask\1_0_anhu_0030.jpg,without_mask,0,0,145,137
./Dataset/Face-Mask-Detection-master\without_mask\1_0_anhu_0031.jpg,without_mask,0,0,151,134
./Dataset/Face-Mask-Detection-master\without_mask\1_0_anhu_0032.jpg,without_mask,0,0,160,115
./Dataset/Face-Mask-Detection-master\without_mask\1_0_anhu_0033.jpg,without_mask,0,0,150,130
./Dataset/Face-Mask-Detection-master\without_mask\1_0_anhu_0034.jpg,without_mask,0,0,127,141
./Dataset/Face-Mask-Detection-master\without_mask\1_0_anhu_0035.jpg,without_mask,0,0,141,121
./Dataset/Face-Mask-Detection-master\without_mask\1_0_anhu_0036.jpg,without_mask,0,0,146,134
./Dataset/Face-Mask-Detection-master\without_mask\1_0_anhu_0037.jpg,without_mask,0,0,143,119
./Dataset/Face-Mask-Detection-master\without_mask\1_0_anhu_0038.jpg,without_mask,0,0,156,130
./Dataset/Face-Mask-Detection-master\without_mask\1_0_anhu_0039.jpg,without_mask,0,0,145,133
./Dataset/Face-Mask-Detection-master\without_mask\1_0_anhu_0040.jpg,without_mask,0,0,149,121
./Dataset/Face-Mask-Detection-master\without_mask\1_0_anhu_0041.jpg,without_mask,0,0,144,119
./Dataset/Face-Mask-Detection-master\without_mask\1_0_anhu_0042.jpg,without_mask,0,0,133,118
./Dataset/Face-Mask-Detection-master\without_mask\1_0_anhu_0043.jpg,without_mask,0,0,153,138
./Dataset/Face-Mask-Detection-master\without_mask\1_0_anhu_0044.jpg,without_mask,0,0,141,107
./Dataset/Face-Mask-Detection-master\without_mask\1_0_anhu_0045.jpg,without_mask,0,0,139,121
./Dataset/Face-Mask-Detection-master\without_mask\1_0_anhu_0046.jpg,without_mask,0,0,153,121
./Dataset/Face-Mask-Detection-master\without_mask\1_0_anhu_0047.jpg,without_mask,0,0,152,139
./Dataset/Face-Mask-Detection-master\without_mask\1_0_anhu_0048.jpg,without_mask,0,0,156,141
./Dataset/Face-Mask-Detection-master\without_mask\1_0_anhu_0049.jpg,without_mask,0,0,156,142
./Dataset/Face-Mask-Detection-master\without_mask\1_0_anhu_0050.jpg,without_mask,0,0,127,137
./Dataset/Face-Mask-Detection-master\without_mask\1_0_anhu_0051.jpg,without_mask,0,0,147,106
./Dataset/Face-Mask-Detection-master\without_mask\1_0_anhu_0052.jpg,without_mask,0,0,157,121
./Dataset/Face-Mask-Detection-master\without_mask\1_0_anhu_0053.jpg,without_mask,0,0,136,119
./Dataset/Face-Mask-Detection-master\without_mask\1_0_anhu_0054.jpg,without_mask,0,0,159,141
./Dataset/Face-Mask-Detection-master\without_mask\1_0_anhu_0055.jpg,without_mask,0,0,151,122
./Dataset/Face-Mask-Detection-master\without_mask\1_0_anhu_0058.jpg,without_mask,0,0,122,108
./Dataset/Face-Mask-Detection-master\without_mask\1_0_anhu_0059.jpg,without_mask,0,0,155,137
./Dataset/Face-Mask-Detection-master\without_mask\1_0_anhu_0060.jpg,without_mask,0,0,145,123
./Dataset/Face-Mask-Detection-master\without_mask\1_0_anhu_0061.jpg,without_mask,0,0,158,136
./Dataset/Face-Mask-Detection-master\without_mask\1_0_anhu_0064.jpg,without_mask,0,0,154,118
./Dataset/Face-Mask-Detection-master\without_mask\1_0_anhu_0065.jpg,without_mask,0,0,118,144
./Dataset/Face-Mask-Detection-master\without_mask\1_0_anhu_0066.jpg,without_mask,0,0,144,121
./Dataset/Face-Mask-Detection-master\without_mask\1_0_anhu_0067.jpg,without_mask,0,0,157,133
./Dataset/Face-Mask-Detection-master\without_mask\1_0_anhu_0068.jpg,without_mask,0,0,155,141
./Dataset/Face-Mask-Detection-master\without_mask\1_0_anhu_0069.jpg,without_mask,0,0,160,120
./Dataset/Face-Mask-Detection-master\without_mask\1_0_anhu_0070.jpg,without_mask,0,0,156,121
./Dataset/Face-Mask-Detection-master\without_mask\1_0_anhu_0071.jpg,without_mask,0,0,157,114
./Dataset/Face-Mask-Detection-master\without_mask\1_0_anhu_0072.jpg,without_mask,0,0,140,112
./Dataset/Face-Mask-Detection-master\without_mask\1_0_anhu_0073.jpg,without_mask,0,0,147,136
./Dataset/Face-Mask-Detection-master\without_mask\1_0_anhu_0074.jpg,without_mask,0,0,149,120
./Dataset/Face-Mask-Detection-master\without_mask\1_0_anhu_0075.jpg,without_mask,0,0,137,117
./Dataset/Face-Mask-Detection-master\without_mask\1_0_anhu_0076.jpg,without_mask,0,0,150,132
./Dataset/Face-Mask-Detection-master\without_mask\1_0_anhu_0077.jpg,without_mask,0,0,150,137
./Dataset/Face-Mask-Detection-master\without_mask\1_0_anhu_0078.jpg,without_mask,0,0,151,131
./Dataset/Face-Mask-Detection-master\without_mask\1_0_anhu_0079.jpg,without_mask,0,0,154,131
./Dataset/Face-Mask-Detection-master\without_mask\1_0_anhu_0080.jpg,without_mask,0,0,154,130
./Dataset/Face-Mask-Detection-master\without_mask\1_0_anhu_0081.jpg,without_mask,0,0,146,133
./Dataset/Face-Mask-Detection-master\without_mask\1_0_anhu_0082.jpg,without_mask,0,0,139,120
./Dataset/Face-Mask-Detection-master\without_mask\1_0_anhu_0083.jpg,without_mask,0,0,150,110
./Dataset/Face-Mask-Detection-master\without_mask\1_0_anhu_0084.jpg,without_mask,0,0,134,111
./Dataset/Face-Mask-Detection-master\without_mask\1_0_anhu_0085.jpg,without_mask,0,0,100,119
./Dataset/Face-Mask-Detection-master\without_mask\1_0_anhu_0086.jpg,without_mask,0,0,149,137
./Dataset/Face-Mask-Detection-master\without_mask\1_0_anhu_0087.jpg,without_mask,0,0,159,115
./Dataset/Face-Mask-Detection-master\without_mask\1_0_anhu_0088.jpg,without_mask,0,0,145,140
./Dataset/Face-Mask-Detection-master\without_mask\1_0_anhu_0089.jpg,without_mask,0,0,156,134
./Dataset/Face-Mask-Detection-master\without_mask\1_0_anhu_0090.jpg,without_mask,0,0,156,143
./Dataset/Face-Mask-Detection-master\without_mask\1_0_anhu_0091.jpg,without_mask,0,0,152,108
./Dataset/Face-Mask-Detection-master\without_mask\1_0_anhu_0092.jpg,without_mask,0,0,137,118
./Dataset/Face-Mask-Detection-master\without_mask\1_0_anhu_0093.jpg,without_mask,0,0,158,135
./Dataset/Face-Mask-Detection-master\without_mask\1_0_anhu_0094.jpg,without_mask,0,0,156,139
./Dataset/Face-Mask-Detection-master\without_mask\1_0_anhu_0095.jpg,without_mask,0,0,156,135
./Dataset/Face-Mask-Detection-master\without_mask\1_0_anhu_0096.jpg,without_mask,0,0,149,117
./Dataset/Face-Mask-Detection-master\without_mask\1_0_anhu_0097.jpg,without_mask,0,0,153,136
./Dataset/Face-Mask-Detection-master\without_mask\1_0_anhu_0099.jpg,without_mask,0,0,160,131
./Dataset/Face-Mask-Detection-master\without_mask\1_0_anhu_0100.jpg,without_mask,0,0,152,132
./Dataset/Face-Mask-Detection-master\without_mask\1_0_anhu_0101.jpg,without_mask,0,0,158,130
./Dataset/Face-Mask-Detection-master\without_mask\1_0_anhu_0102.jpg,without_mask,0,0,137,133
./Dataset/Face-Mask-Detection-master\without_mask\1_0_anhu_0104.jpg,without_mask,0,0,145,135
./Dataset/Face-Mask-Detection-master\without_mask\1_0_anhu_0105.jpg,without_mask,0,0,150,129
./Dataset/Face-Mask-Detection-master\without_mask\1_0_anhu_0106.jpg,without_mask,0,0,146,129
./Dataset/Face-Mask-Detection-master\without_mask\1_0_anhu_0107.jpg,without_mask,0,0,160,139
./Dataset/Face-Mask-Detection-master\without_mask\1_0_anhu_0108.jpg,without_mask,0,0,151,144
./Dataset/Face-Mask-Detection-master\without_mask\1_0_anhu_0109.jpg,without_mask,0,0,156,143
./Dataset/Face-Mask-Detection-master\without_mask\1_0_anhu_0110.jpg,without_mask,0,0,138,111
./Dataset/Face-Mask-Detection-master\without_mask\1_0_anhu_0111.jpg,without_mask,0,0,149,142
./Dataset/Face-Mask-Detection-master\without_mask\1_0_anhu_0112.jpg,without_mask,0,0,148,135
./Dataset/Face-Mask-Detection-master\without_mask\1_0_anhu_0113.jpg,without_mask,0,0,125,121
./Dataset/Face-Mask-Detection-master\without_mask\1_0_anhu_0114.jpg,without_mask,0,0,132,121
./Dataset/Face-Mask-Detection-master\without_mask\1_0_anhu_0115.jpg,without_mask,0,0,152,111
./Dataset/Face-Mask-Detection-master\without_mask\1_0_anhu_0116.jpg,without_mask,0,0,160,119
./Dataset/Face-Mask-Detection-master\without_mask\1_0_anhu_0117.jpg,without_mask,0,0,99,110
./Dataset/Face-Mask-Detection-master\without_mask\1_0_anhu_0118.jpg,without_mask,0,0,145,130
./Dataset/Face-Mask-Detection-master\without_mask\1_0_anhu_0119.jpg,without_mask,0,0,124,111
./Dataset/Face-Mask-Detection-master\without_mask\1_0_anhu_0120.jpg,without_mask,0,0,146,132
./Dataset/Face-Mask-Detection-master\without_mask\1_0_anhu_0121.jpg,without_mask,0,0,117,113
./Dataset/Face-Mask-Detection-master\without_mask\1_0_anhu_0122.jpg,without_mask,0,0,152,144
./Dataset/Face-Mask-Detection-master\without_mask\1_0_anhu_0123.jpg,without_mask,0,0,154,132
./Dataset/Face-Mask-Detection-master\without_mask\1_0_anhu_0124.jpg,without_mask,0,0,131,118
./Dataset/Face-Mask-Detection-master\without_mask\1_0_anhu_0125.jpg,without_mask,0,0,151,131
./Dataset/Face-Mask-Detection-master\without_mask\1_0_anhu_0126.jpg,without_mask,0,0,144,117
./Dataset/Face-Mask-Detection-master\without_mask\1_0_anhu_0127.jpg,without_mask,0,0,153,135
./Dataset/Face-Mask-Detection-master\without_mask\1_0_anhu_0128.jpg,without_mask,0,0,98,107
./Dataset/Face-Mask-Detection-master\without_mask\1_0_anhu_0129.jpg,without_mask,0,0,117,112
./Dataset/Face-Mask-Detection-master\without_mask\1_0_anhu_0130.jpg,without_mask,0,0,144,132
./Dataset/Face-Mask-Detection-master\without_mask\1_0_anhu_0131.jpg,without_mask,0,0,143,118
./Dataset/Face-Mask-Detection-master\without_mask\1_0_anhu_0132.jpg,without_mask,0,0,159,139
./Dataset/Face-Mask-Detection-master\without_mask\1_0_anhu_0133.jpg,without_mask,0,0,137,120
./Dataset/Face-Mask-Detection-master\without_mask\1_0_anhu_0134.jpg,without_mask,0,0,150,112
./Dataset/Face-Mask-Detection-master\without_mask\1_0_anhu_0135.jpg,without_mask,0,0,132,131
./Dataset/Face-Mask-Detection-master\without_mask\1_0_anhu_0136.jpg,without_mask,0,0,145,139
./Dataset/Face-Mask-Detection-master\without_mask\1_0_anhu_0137.jpg,without_mask,0,0,160,119
./Dataset/Face-Mask-Detection-master\without_mask\1_0_anhu_0138.jpg,without_mask,0,0,132,133
./Dataset/Face-Mask-Detection-master\without_mask\1_0_anhu_0139.jpg,without_mask,0,0,151,129
./Dataset/Face-Mask-Detection-master\without_mask\1_0_anhu_0140.jpg,without_mask,0,0,141,118
./Dataset/Face-Mask-Detection-master\without_mask\1_0_anhu_0141.jpg,without_mask,0,0,153,131
./Dataset/Face-Mask-Detection-master\without_mask\1_0_anhu_0142.jpg,without_mask,0,0,155,139
./Dataset/Face-Mask-Detection-master\without_mask\1_0_anhu_0143.jpg,without_mask,0,0,138,135
./Dataset/Face-Mask-Detection-master\without_mask\1_0_anhu_0144.jpg,without_mask,0,0,152,120
./Dataset/Face-Mask-Detection-master\without_mask\1_0_anhu_0145.jpg,without_mask,0,0,135,134
./Dataset/Face-Mask-Detection-master\without_mask\1_0_anhu_0146.jpg,without_mask,0,0,148,109
./Dataset/Face-Mask-Detection-master\without_mask\1_0_anhu_0147.jpg,without_mask,0,0,156,130
./Dataset/Face-Mask-Detection-master\without_mask\1_0_anhu_0148.jpg,without_mask,0,0,158,133
./Dataset/Face-Mask-Detection-master\without_mask\1_0_anhu_0149.jpg,without_mask,0,0,141,122
./Dataset/Face-Mask-Detection-master\without_mask\1_0_anhu_0150.jpg,without_mask,0,0,129,110
./Dataset/Face-Mask-Detection-master\without_mask\1_0_anhu_0151.jpg,without_mask,0,0,149,130
